epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.2922125645140807,0.9107,0.9647,8.509581000002072
2,0.11001274899244308,0.9665833333333333,0.9698,8.538045500001317
3,0.07928513847986857,0.976,0.9787,8.582371749998856
4,0.06402382865299781,0.9804833333333334,0.9794,8.579049957999814
5,0.054554824877281985,0.98335,0.9801,8.536687207997602
6,0.04607825302730004,0.9857333333333334,0.9853,8.538041499999963
