epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.21932235880394776,0.9323166666666667,0.9707,9.510646417002135
2,0.08155668682170411,0.9751166666666666,0.9791,8.962453042000561
3,0.05841505132376527,0.9826,0.9834,9.123363041999255
4,0.046155473939236254,0.9852,0.9843,8.852606333999574
5,0.03933755956573101,0.9877666666666667,0.9864,9.526638332998118
6,0.03216735852972294,0.99015,0.9852,9.078120415997546
