epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.2745554547627767,0.9180166666666667,0.9608,7.704215750000003
2,0.10229039140542348,0.9696833333333333,0.9761,7.029302749997441
3,0.0712140950486064,0.9790166666666666,0.9811,6.964645457999723
4,0.05669392629961173,0.9830166666666666,0.9696,6.996108250001271
