epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.24416002126236758,0.9249833333333334,0.9721,8.477487374999328
2,0.08680615582317114,0.9734166666666667,0.9786,9.012641999997868
3,0.06122275159299995,0.9808166666666667,0.9813,9.435280541001703
4,0.049930470054969193,0.9843166666666666,0.9854,9.355036083001323
5,0.04174775298621195,0.9864833333333334,0.9856,9.321029082999303
6,0.03529048074727568,0.9888166666666667,0.9804,13.25318412499837
