epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.319008305589358,0.9033166666666667,0.944,7.999751792001916
2,0.11998815185626348,0.9646166666666667,0.9668,8.003978165997978
3,0.08330685084636012,0.9745333333333334,0.972,7.964556458999141
4,0.0664866333981355,0.9794,0.9783,8.044725958003255
