epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.3733382749080658,0.8878,0.9397,7.99180541700116
2,0.1540772535165151,0.9544333333333334,0.948,8.019211124999856
3,0.10892240124642849,0.9665333333333334,0.9668,8.023080375001882
4,0.08612175797224045,0.9736833333333333,0.9737,8.063253665997763
