epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.2922125645140807,0.9107,0.9647,8.66785895800058
2,0.11001274899244308,0.9665833333333333,0.9698,8.791742375000467
3,0.07928513847986857,0.976,0.9787,8.829307083000458
4,0.06402382865299781,0.9804833333333334,0.9794,8.793483458000992
