epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.35049895835320155,0.8944333333333333,0.9541,8.720262584000011
2,0.14088141564528148,0.9577833333333333,0.966,8.68779225000253
3,0.10083653756926457,0.9696833333333333,0.9731,8.656072958998266
4,0.08185689108669758,0.9748333333333333,0.9727,8.55191404099969
