epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.4310435966650645,0.8776166666666667,0.9356,7.242222709002817
2,0.199045884569486,0.942,0.952,7.260701125000196
3,0.14421390388409297,0.9580166666666666,0.9664,7.160016582998651
4,0.11492628579139709,0.9669833333333333,0.9688,7.179315250003128
