epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.3733382749080658,0.8878,0.9397,7.985756666999805
2,0.1540772535165151,0.9544333333333334,0.948,8.150680333001219
3,0.10892240124642849,0.9665333333333334,0.9668,8.123647500000516
4,0.08612175797224045,0.9736833333333333,0.9737,8.059434792001412
5,0.07223989128569762,0.9782666666666666,0.9777,8.05754458299998
6,0.062219563024739424,0.9809833333333333,0.9585,8.546920790999138
