epoch,train_loss,train_accuracy,test_accuracy,seconds
1,0.33073267753124236,0.9038666666666667,0.9458,7.071028750000551
2,0.13597872541944186,0.9603166666666667,0.9684,7.152505291996931
3,0.09395625088512898,0.9728,0.9759,6.967310709002049
4,0.07447676725884278,0.9780333333333333,0.9699,7.098338625000906
